Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2016-12-09,2201.55,2220.95,2175,2193.45,2201.219788,53142,3481,116977222,16567,31.17,45.95,-8.1
2016-12-08,2160,2200,2160,2196.9,2192.239709,62747,2531,137556465,35204,56.1,40,36.9
2016-12-07,2190,2190,2151,2158.2,2167.742768,66096,3900,143279126,26836,40.6,39,-31.8
2016-12-06,2195,2204,2177,2190.45,2191.834878,45754,2511,100285213,19375,42.35,27,-4.55
2016-12-05,2221,2235.15,2173,2186.45,2192.342522,37983,3708,83271746,8639,22.74,62.15,-34.55
2016-12-02,2265,2269.9,2208,2223.9,2234.679528,40612,2893,90754805,10812,26.62,61.9,-41.1
2016-12-01,2290,2290,2256.65,2266.45,2271.406309,34459,2368,78270390,9260,26.87,33.35,-23.55
2016-11-30,2262.5,2295,2244.05,2276.75,2270.919301,48142,3273,109326597,11362,23.6,50.95,14.25
2016-11-29,2280.5,2290.25,2251.35,2258.4,2270.948623,35405,2257,80402936,9440,26.66,38.9,-22.1
2016-11-28,2300,2317.7,2254.4,2277.3,2283.738804,64442,5330,147168696,14547,22.57,63.3,-22.7
2016-11-25,2199.95,2310,2196.1,2300.85,2272.857965,153885,8253,349758748,56385,36.64,113.9,100.9
2016-11-24,2155,2208,2140,2186.5,2192.571318,264532,3527,580005276,221733,83.82,68,31.5
2016-11-23,2141.15,2162.3,2129.6,2156.7,2150.417423,368854,1974,793190068,342808,92.94,32.7,15.55
2016-11-22,2132,2174.9,2121.65,2134.3,2148.019879,40345,3041,86661862,10103,25.04,53.25,2.3
2016-11-21,2130,2141,2107,2132.55,2127.313113,42384,2035,90164039,11829,27.91,34,2.55
2016-11-18,2146,2149.05,2106.5,2123.15,2123.742503,47554,3122,100992451,8506,17.89,42.55,-22.85
2016-11-17,2189,2204.7,2135.2,2142.15,2162.551157,63285,4247,136857050,17886,28.26,69.5,-46.85
2016-11-16,2125,2209.5,2125,2190.25,2192.528609,509655,4828,1117433168,461475,90.55,84.5,65.25
2016-11-15,2115,2156.4,2054.7,2122.1,2108.804124,60569,4358,127728157,15038,24.83,101.7,7.1
2016-11-11,2145,2146,2091,2105.05,2112.486868,85785,6740,181219686,23624,27.54,55,-39.95
2016-11-10,2200,2219,2142,2158.05,2186.604734,75830,4781,165810237,26230,34.59,77,-41.95
2016-11-09,2220.9,2275,2142.3,2171.05,2179.454664,378587,14601,825113203,192934,50.96,132.7,-49.85
2016-11-08,2280,2307.5,2262.3,2283.7,2283.368799,66074,4631,150871310,17845,27.01,45.2,3.7
2016-11-07,2331.5,2339,2263.1,2279.35,2297.912569,137469,4330,315891743,86808,63.15,75.9,-52.15
2016-11-04,2301,2336,2294.95,2330.1,2316.233429,63244,2944,146487867,34560,54.65,41.05,29.1
2016-11-03,2294,2333.55,2284,2319.95,2314.040805,52003,3692,120337064,13490,25.94,49.55,25.95
2016-11-02,2340,2340,2296.15,2304.45,2325.317322,662834,4391,1541299382,620496,93.61,43.85,-35.55
2016-11-01,2394,2394.6,2335.05,2347.7,2365.7794,37602,2970,88958037,16386,43.58,59.55,-46.3
2016-10-30,2400,2424,2390,2394.6,2397.084465,7364,798,17652130,3093,42,34,-5.4
2016-10-28,2413.25,2415,2383,2399.25,2399.959069,34619,2336,83084183,15324,44.26,32,-14
2016-10-27,2380,2425,2366.9,2413.25,2389.003371,54286,7251,129689437,21379,39.38,58.1,33.25
2016-10-26,2398.65,2403.95,2373,2396.95,2389.714514,41869,2309,100054957,18435,44.03,30.95,-1.7
2016-10-25,2398,2414.4,2388.9,2398.65,2401.393128,34752,2126,83453214,9267,26.67,25.5,0.65
2016-10-24,2428,2430.55,2404,2427.85,2419.967901,20032,1488,48476797,6783,33.86,26.55,-0.15
2016-10-21,2398,2431.25,2398,2428.7,2422.047464,43212,2395,104661515,23969,55.47,33.25,30.7
2016-10-20,2390.1,2408.75,2386,2399.85,2401.170634,27515,1834,66068210,8673,31.52,22.75,9.75
2016-10-19,2405,2405,2371.2,2394.2,2385.911448,54081,2605,129032477,25975,48.03,33.8,-10.8
2016-10-18,2371,2410,2355,2398.3,2377.729268,73582,4649,174958075,32857,44.65,55,27.3
2016-10-17,2367.1,2377,2348.05,2362.9,2361.652137,57080,2676,134803104,27863,48.81,28.95,-4.2
2016-10-14,2322,2384.4,2298.85,2365.9,2347.215374,181819,9102,426768352,28402,15.62,85.55,43.9
2016-10-13,2355,2367.85,2323.25,2328.5,2343.456443,396220,6377,928524312,307639,77.64,44.6,-26.5
2016-10-10,2370,2385,2352.8,2380.1,2376.480168,82492,3789,196040602,45487,55.14,32.2,10.1
2016-10-07,2388,2388,2356.9,2368.25,2367.208287,44285,3324,104831819,19789,44.69,31.1,-19.75
2016-10-06,2390,2397.55,2372,2384.25,2385.092996,45572,2780,108693458,12423,27.26,25.55,-5.75
2016-10-05,2406,2413.4,2376,2382.55,2387.726989,46401,2898,110792920,12178,26.25,37.4,-23.45
2016-10-04,2412,2422.3,2395.05,2401.1,2409.351846,759550,3090,1830023195,728454,95.91,27.25,-10.9
2016-10-03,2440,2455,2401.3,2411.8,2412.847394,91746,5818,221369097,54449,59.35,53.7,-28.2
2016-09-30,2435,2448,2425,2427.2,2434.626187,174777,1892,425516661,156957,89.8,23,-7.8
2016-09-29,2428,2449.6,2419.45,2434.6,2434.05756,350364,4287,852806143,305953,87.32,30.15,6.6
2016-09-28,2430,2436,2415,2423.45,2427.64815,127256,2113,308932793,111826,87.87,21,-6.55
2016-09-27,2405,2445,2405,2430.7,2431.653311,39883,2886,96981629,9598,24.07,40,25.7
2016-09-26,2393,2416.9,2393,2400.85,2409.213781,279463,2846,673286111,261181,93.46,23.9,7.85
2016-09-23,2384,2401.5,2375,2397.3,2387.361885,441044,3180,1052931635,412986,93.64,26.5,13.3
2016-09-22,2428.5,2428.5,2371,2377.65,2391.453179,234530,8429,560867514,132201,56.37,57.5,-50.85
2016-09-21,2406.5,2421.4,2401.05,2413.5,2417.630067,842921,4563,2037871154,791313,93.88,20.35,7
2016-09-20,2407.35,2419.9,2385,2411.1,2400.286521,37554,2486,90140360,9396,25.02,34.9,3.75
2016-09-19,2363.8,2422.95,2350.35,2407.35,2404.686364,85800,6178,206322090,27700,32.28,72.6,43.55
2016-09-16,2345,2376.95,2320,2361.15,2342.591135,197657,6693,463029536,105633,53.44,56.95,16.15
2016-09-15,2339,2344.5,2318,2328.05,2325.395086,121657,5127,282900590,69921,57.47,26.5,-10.95
2016-09-14,2359.1,2374.95,2311,2328.55,2327.061672,132832,6847,309108256,76921,57.91,63.95,-30.55
2016-09-12,2337.5,2364.6,2320,2359.1,2354.237035,70631,4371,166282116,29706,42.06,44.6,21.6
2016-09-09,2325,2366,2320,2352.5,2347.326555,95555,6371,224298789,33230,34.78,46,27.5
2016-09-08,2367,2367,2287,2321.15,2315.525288,301842,26702,698922784,107632,35.66,80,-45.85
