Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2016-03-16,1139.95,1154.9,1132.05,1152,1145.06966,69839,3782,79970520,29168,41.76,22.85,12.05
2016-03-15,1146,1153.9,1129,1134.35,1138.96105,75943,3878,86496119,33643,44.3,24.9,-11.65
2016-03-14,1150,1154.5,1138,1140.95,1144.501963,74870,4617,85688862,22777,30.42,16.5,-9.05
2016-03-11,1146,1156.1,1139,1142.5,1147.68857,79183,4453,90877424,23944,30.24,17.1,-3.5
2016-03-10,1164,1164.1,1142.95,1145.95,1151.199337,1577978,23877,1816567227,262152,16.61,21.15,-18.05
2016-03-09,1147,1183.8,1144,1178.5,1169.346215,119628,6374,139886549,39367,32.91,39.8,31.5
2016-03-08,1170,1190,1148,1163.55,1161.159558,126706,6295,147125883,34313,27.08,42,-6.45
2016-03-04,1170,1184.4,1160,1170.55,1172.588431,125974,6178,147715655,31022,24.63,24.4,0.55
2016-03-03,1169,1192.9,1155.15,1169.15,1173.647749,197098,7643,231323624,66719,33.85,37.75,0.15
2016-03-02,1132,1162,1125,1156.25,1144.557427,198991,9889,227756627,49645,24.95,37,24.25
2016-03-01,1098,1131,1089,1124.5,1117.603507,126194,5464,141034857,37019,29.33,42,26.5
2016-02-29,1130,1130,1069.35,1083.75,1098.642122,215509,9375,236767265,54063,25.09,60.65,-46.25
2016-02-26,1113,1130.75,1113,1121.05,1121.440639,160687,4966,180200932,68711,42.76,17.75,8.05
2016-02-25,1125,1130.4,1102,1111.25,1106.33876,289872,3751,320696629,20774,7.17,28.4,-13.75
2016-02-24,1123,1143.95,1119,1125.4,1134.780831,205289,3771,232958022,139661,68.03,24.95,2.4
2016-02-23,1133,1133,1117.05,1123.95,1123.524964,79735,4061,89584263,16080,20.17,15.95,-9.05
2016-02-22,1133,1133,1114.3,1125.3,1127.184039,107010,5195,120619964,55930,52.27,18.7,-7.7
2016-02-19,1122.9,1133.25,1114.65,1125.55,1125.4395,74901,3834,84296544,22393,29.9,18.6,2.65
2016-02-18,1097,1126.45,1097,1122.7,1115.485247,90760,4871,101241441,36142,39.82,29.45,25.7
2016-02-17,1082,1101.4,1077,1095.45,1082.640122,388379,7721,420474688,306185,78.84,24.4,13.45
2016-02-16,1090,1092,1075.15,1081,1081.060742,290852,10738,314428679,154933,53.27,16.85,-9
2016-02-15,1090,1099.95,1083.5,1091.35,1084.389478,1511012,7563,1638525514,1439018,95.24,16.45,1.35
2016-02-12,1086,1103.5,1067,1083.5,1082.44659,162881,6373,176309983,68653,42.15,36.5,-2.5
2016-02-11,1114,1114,1072.35,1081.15,1091.015133,122451,7071,133595894,49007,40.02,41.65,-32.85
2016-02-10,1108,1127,1105.55,1110.15,1116.272301,119313,6153,133185797,34535,28.94,21.45,2.15
2016-02-09,1130,1130,1094,1109.3,1107.255067,151274,9847,167498903,49942,33.01,36,-20.7
2016-02-08,1170,1171.8,1143.35,1149.1,1158.533171,105756,4699,122521834,48554,45.91,28.45,-20.9
2016-02-05,1179,1185.45,1172.1,1174.95,1178.51296,64237,3874,75704137,15511,24.15,13.35,-4.05
