Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2017-06-06,2900.7,2908.65,2864.35,2875.25,2879.84606,10634,725,30624283,1811,17.03,44.3,-25.45
2017-06-05,2863,2927.2,2861.75,2900.7,2902.010153,32010,1982,92893345,4929,15.4,65.45,37.7
2017-06-02,2801,2864,2772.2,2846.1,2816.521468,33981,1910,95708216,5854,17.23,91.8,45.1
2017-06-01,2843.95,2885.1,2830.1,2840.75,2857.878836,10721,768,30639319,1795,16.74,55,-3.2
2017-05-31,2845.9,2866.05,2835.45,2843.95,2851.540598,7562,515,21563350,2231,29.5,30.6,-1.95
2017-05-30,2847.1,2860,2820,2846.25,2843.534302,11836,946,33656072,2004,16.93,40,-0.85
2017-05-29,2820,2840,2790,2834.4,2821.394403,12865,772,36297239,2861,22.24,50,14.4
2017-05-26,2816.5,2839.15,2796.8,2816.3,2818.536793,14473,1138,40792683,3639,25.14,42.35,-0.2
2017-05-25,2782.25,2837.5,2761,2821.6,2797.214711,18313,1040,51225393,4278,23.36,76.5,39.35
2017-05-24,2818,2864.95,2757,2771.55,2809.05694,20952,1646,58855361,4433,21.16,107.95,-46.45
2017-05-23,2914,2926,2805,2824.4,2855.283838,23834,1697,68052835,6658,27.93,121,-89.6
2017-05-22,2977,3008.25,2903,2912.5,2934.811014,21065,1413,61821794,3464,16.44,105.25,-64.5
2017-05-19,2980,3017.6,2947.55,2971.45,2981.775362,13938,988,41559985,3523,25.28,70.05,-8.55
2017-05-18,3022,3030.95,2955.5,2973.85,2999.84846,47301,2905,141895832,8394,17.75,75.45,-48.15
2017-05-17,3018,3046.15,3010.05,3032.6,3031.362016,10157,675,30789544,2161,21.28,36.1,14.6
2017-05-16,3022,3027.75,2969.95,3023.9,3010.006095,23298,1333,70127122,8534,36.63,57.8,1.9
2017-05-15,3017.5,3022.75,2985,2992.3,3002.289671,17040,1020,51159016,5328,31.27,37.75,-25.2
2017-05-12,3005.05,3017.6,2975.35,3001,3003.752668,30643,1857,92043993,9000,29.37,42.25,-4.05
2017-05-11,2910.9,3005,2899.65,2998.25,2970.142022,47056,4133,139763003,18556,39.43,105.35,87.35
2017-05-10,2874,2910.95,2863.6,2899.4,2893.853235,14438,989,41781453,3100,21.47,47.35,25.4
2017-05-09,2862.15,2886.65,2838.15,2861.2,2861.366628,168015,1990,480752514,146868,87.41,48.5,-0.95
2017-05-08,2900,2906.05,2853.85,2854.85,2860.102832,80413,795,229989449,74029,92.06,52.2,-45.15
2017-05-05,2934,2940,2890,2890.15,2892.177698,64919,824,187757284,59965,92.37,50,-43.85
2017-05-04,2940.95,2945,2919.7,2934.8,2932.627279,8446,828,24768970,2899,34.32,25.3,-6.15
2017-05-03,2904.95,2945.4,2904.95,2923.6,2925.101299,20859,1636,61014688,5213,24.99,40.45,18.65
2017-05-02,2876.25,2917.75,2875.65,2904.95,2902.687859,17758,1652,51545931,6420,36.15,42.1,28.7
2017-04-28,2888,2900,2861.55,2868.35,2879.973306,10227,879,29453487,2568,25.11,38.45,-19.65
2017-04-27,2888.05,2904,2850.75,2860.6,2881.382833,33529,2231,96609885,14802,44.15,53.25,-27.45
2017-04-26,2900,2908.6,2861.1,2888.05,2885.47527,13809,1392,39845528,2703,19.57,47.5,-11.95
2017-04-25,2859.3,2900,2852.85,2896.4,2883.006481,14040,1266,40477411,5284,37.64,47.15,37.1
2017-04-24,2825,2864.9,2812.35,2859.3,2850.466188,33671,970,95978047,26441,78.53,52.55,34.3
2017-04-21,2832.3,2844.8,2817,2823.9,2830.775944,7998,705,22640546,1998,24.98,27.8,-8.4
2017-04-20,2810.45,2848.9,2800.15,2832.3,2827.369339,10665,958,30153894,3279,30.75,48.75,21.85
2017-04-19,2822.55,2837,2791.7,2810.45,2804.312724,22368,873,62726867,17305,77.36,45.3,-12.1
2017-04-18,2850.5,2861.5,2809.95,2822.55,2841.698368,8212,964,23336027,1527,18.59,51.55,-27.95
2017-04-17,2865,2865,2824.3,2850.5,2848.296781,9165,884,26104640,2220,24.22,40.7,-14.5
2017-04-13,2810,2866,2810,2837.35,2849.719147,33352,1314,95043833,24179,72.5,56,27.35
2017-04-12,2822.45,2848,2807.1,2835.75,2829.182958,11959,1228,33834199,2692,22.51,40.9,13.3
2017-04-11,2820,2832,2808.2,2822.45,2820.245315,11047,1268,31155250,2978,26.96,23.8,2.45
2017-04-10,2833.1,2854.8,2820,2837.7,2838.317558,9255,799,26268629,3202,34.6,34.8,4.6
2017-04-07,2801,2844,2799.05,2832.7,2831.224689,68281,1646,193318853,55865,81.82,44.95,31.7
2017-04-06,2788,2813,2783,2801,2794.026381,80739,1962,225586896,61721,76.45,30,13
2017-04-05,2795.45,2797.95,2755,2760.7,2771.04449,13104,1024,36311767,6619,50.51,42.95,-34.75
2017-04-03,2800,2832.05,2777.2,2783.9,2793.315501,23328,1874,65162464,4694,20.12,54.85,-16.1
2017-03-31,2820.75,2832.1,2801,2807.5,2818.282821,18860,1362,53152814,3191,16.92,31.1,-13.25
2017-03-30,2845,2846,2811.9,2820.65,2833.548252,15958,1266,45217763,5139,32.2,34.1,-24.35
2017-03-29,2821.5,2850,2798.1,2831,2827.189872,33749,3277,95414831,9234,27.36,51.9,9.5
2017-03-28,2819,2835.95,2810.3,2822.95,2818.987225,12524,995,35304996,2985,23.83,25.65,3.95
2017-03-27,2846.35,2852.2,2800,2813.35,2826.687123,18250,1861,51587040,7213,39.52,52.2,-33
2017-03-24,2865,2878,2832.3,2846.35,2850.920534,10860,1008,30960997,4233,38.98,45.7,-18.65
2017-03-23,2853.2,2873.05,2853,2864.65,2864.879021,7803,569,22354651,1834,23.5,20.05,11.45
2017-03-22,2900,2900,2843.85,2853.2,2868.19218,15116,1347,43355593,2979,19.71,56.15,-46.8
2017-03-21,2920,2929,2891.55,2908.6,2905.663798,7784,737,22617687,2492,32.01,37.45,-11.4
2017-03-20,2913.8,2934.45,2900,2920.75,2919.027743,10489,854,30617682,3555,33.89,34.45,6.95
2017-03-17,2940,2945.35,2892.65,2913.8,2913.533647,20165,1802,58751406,7348,36.44,52.7,-26.2
2017-03-16,2890,2943.85,2865.4,2936.7,2907.118641,18518,1548,53834023,6787,36.65,78.45,46.7
2017-03-15,2867.25,2890,2856.3,2870.35,2878.628694,141199,775,406459493,135426,95.91,33.7,3.1
2017-03-14,2900,2909,2854.05,2867.25,2868.580017,45159,935,129542205,36816,81.53,54.95,-32.75
2017-03-10,2888,2891.95,2850,2866.15,2875.100901,6551,672,18834786,1159,17.69,41.95,-21.85
2017-03-09,2865.5,2884,2854.95,2872.7,2870.330454,8682,979,24920209,1230,14.17,29.05,7.2
2017-03-08,2880,2886.15,2855,2865.5,2874.325011,46220,751,132851302,41631,90.07,31.15,-14.5
2017-03-07,2870.15,2893.5,2870,2876.55,2879.73363,6292,729,18119284,2382,37.86,23.5,6.4
2017-03-06,2831.1,2895,2831.1,2878.75,2869.988688,24488,1920,70280283,9556,39.02,63.9,47.65
2017-03-03,2845.9,2845.9,2807,2831.1,2822.467126,5369,611,15153826,952,17.73,38.9,-14.8
2017-03-02,2790,2844.95,2790,2831.8,2824.325963,34915,2305,98611341,12500,35.8,54.95,41.8
2017-03-01,2780,2792.6,2758.25,2773,2777.185843,14141,1011,39272185,4534,32.06,34.35,-7
2017-02-28,2794,2801.65,2747.2,2758.25,2771.646091,15504,1378,42971601,4215,27.19,54.45,-35.75
2017-02-27,2812,2843.2,2790,2801.85,2820.72405,12158,1040,34294363,4361,35.87,53.2,-10.15
2017-02-23,2799.8,2823.95,2789,2812.05,2810.688626,12766,930,35881251,4452,34.87,34.95,12.25
2017-02-22,2803,2807.45,2780,2799.8,2796.702895,17408,967,48685004,9492,54.53,27.45,-3.2
2017-02-21,2795,2811.45,2775,2806.1,2796.401049,13158,1129,36795045,4472,33.99,36.45,11.1
2017-02-20,2771.5,2818.35,2767.45,2793.1,2800.237939,17971,1533,50323076,3814,21.22,50.9,21.6
2017-02-17,2788.5,2790,2753,2781.5,2774.677718,11251,990,31217899,3530,31.37,37,-7
2017-02-16,2798.55,2798.55,2766,2788.5,2779.629988,10224,1465,28418937,2556,25,32.55,-10.05
2017-02-15,2779.4,2803,2764.55,2790,2787.327948,26120,721,72805006,19783,75.74,38.45,10.6
2017-02-14,2803.45,2803.45,2759,2779.4,2778.008555,26767,1742,74358955,18779,70.16,44.45,-24.05
2017-02-13,2802.1,2818,2784.6,2806.4,2798.72883,6070,648,16988284,1681,27.69,33.4,4.3
2017-02-10,2785.25,2812.5,2774.25,2795.8,2796.134914,11511,1031,32186309,2943,25.57,38.25,10.55
2017-02-09,2795,2805.95,2752.15,2785.25,2774.36125,16454,1550,45649340,1164,7.07,53.8,-9.75
2017-02-08,2780,2792.6,2761.55,2786.2,2780.592564,10193,1051,28342580,2206,21.64,31.05,6.2
2017-02-07,2802,2802,2756.8,2775,2768.310109,17955,1519,49705008,6045,33.67,45.2,-27
2017-02-06,2819,2825.85,2785,2798.6,2801.303444,10249,922,28710559,3417,33.34,40.85,-20.4
2017-02-03,2809,2816.8,2790,2809.95,2805.018489,36509,1779,102408420,24104,66.02,26.8,0.95
2017-02-02,2856.65,2856.65,2801.35,2808.8,2821.649128,24878,1980,70196987,7192,28.91,55.3,-47.85
